Customer_ID,Recency,Frequency,Monetary,Future_Spend,Is_Churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,First_Purchase,Last_Purchase,Total_Transactions,Avg_Transaction,Std_Transaction,Category_Diversity,Avg_Quantity,Avg_Discount,Tenure_Days,Avg_Purchase_Freq,Last_Purchase_Month,Tech_Sales,Tech_Customer,Action_Segment
JL-15835,98,7,4781.453,5018.47,0,4,4,5,13,Champions,2014-04-18,2017-03-25,18,265.6362777777778,605.3003125818967,3,3.6666666666666665,0.08888888888888889,1072,59.55555555555556,3,2912.953,1,Tech Loyal
JL-15850,432,6,2725.256,0.0,1,1,4,4,9,At Risk,2014-07-22,2016-04-25,11,247.75054545454543,338.8777970255247,3,3.4545454545454546,0.23636363636363636,643,58.45454545454545,4,1290.5839999999998,1,Tech Loyal
JM-15250,71,3,2362.33,796.792,0,4,1,4,9,Regular Customers,2016-03-29,2017-04-21,12,196.86083333333332,279.42935060708453,2,5.833333333333333,0.3416666666666666,388,32.333333333333336,4,0.0,0,Standard
JM-15265,202,4,1487.826,316.32,0,2,2,3,7,Regular Customers,2014-08-25,2016-12-11,11,135.2569090909091,300.95801785812404,3,3.8181818181818183,0.16363636363636364,839,76.27272727272727,12,1125.05,1,Tech Loyal
JM-15535,189,5,1692.683,40.76,0,3,3,3,9,Regular Customers,2014-09-13,2016-12-24,8,211.585375,257.27235120611965,3,4.875,0.1125,833,104.125,12,351.6,1,Tech Loyal
JM-15580,296,4,300.924,3.024,0,2,2,1,5,Hibernating,2016-04-14,2016-09-08,6,50.153999999999996,32.72791911503083,2,3.8333333333333335,0.10000000000000002,147,24.5,9,140.72,1,Tech Loyal
JM-15655,201,3,476.431,388.516,0,3,1,1,5,Needs Attention,2014-04-08,2016-12-12,6,79.40516666666666,149.73331732171923,2,3.3333333333333335,0.21666666666666667,979,163.16666666666666,12,383.952,1,Tech Loyal
JM-15865,46,6,7458.636,166.44,0,4,4,5,13,Champions,2014-11-19,2017-05-16,12,621.553,1342.1323834372333,3,3.9166666666666665,0.19999999999999998,909,75.75,5,6428.77,1,VIP Recent
JM-16195,229,7,2068.074,765.8520000000001,0,2,4,3,9,At Risk,2014-04-30,2016-11-14,14,147.71957142857144,239.26179155468188,3,4.142857142857143,0.05714285714285715,929,66.35714285714286,11,125.944,1,Tech Loyal
JO-15145,166,7,2584.076,670.8729999999999,0,3,4,4,11,Regular Customers,2014-01-06,2017-01-16,10,258.4076,473.8382240880672,3,4.6,0.04,1106,110.6,1,111.93,1,Tech Loyal
JO-15280,438,5,1690.3519999999999,243.92,0,1,3,3,7,At Risk,2014-03-31,2016-04-19,10,169.03519999999997,339.8118647895234,3,3.1,0.16999999999999998,750,75.0,4,39.96,1,Tech Loyal
JO-15550,33,5,1090.838,0.0,1,5,3,2,10,Potential Loyalists,2015-03-19,2017-05-29,11,99.1670909090909,138.43664341311845,2,3.8181818181818183,0.23636363636363636,802,72.9090909090909,5,453.576,1,Tech Loyal
JP-15460,138,6,1420.654,248.481,0,3,4,3,10,Regular Customers,2014-08-24,2017-02-13,11,129.15036363636364,303.7851293408789,3,3.8181818181818183,0.05454545454545456,904,82.18181818181819,2,90.0,1,Tech Loyal
JP-15520,300,5,1811.4099999999999,1824.184,0,2,3,3,8,At Risk,2014-08-22,2016-09-04,10,181.141,214.32355535238977,3,4.6,0.075,744,74.4,9,703.968,1,Tech Loyal
JP-16135,50,8,1672.31,35.4,0,4,5,3,12,Loyal Customers,2014-09-23,2017-05-12,12,139.35916666666665,205.3432993806108,3,3.5,0.16666666666666666,962,80.16666666666667,5,72.0,1,Tech Loyal
JR-15670,411,2,1156.658,0.0,1,1,1,2,4,Hibernating,2015-12-24,2016-05-16,3,385.55266666666665,322.28523255236706,2,4.666666666666667,0.3,144,48.0,5,0.0,0,Standard
JR-16210,447,3,847.854,1353.8319999999999,0,1,1,2,4,Hibernating,2015-09-18,2016-04-10,4,211.9635,338.49467489016723,2,4.0,0.22499999999999998,205,51.25,4,838.95,1,Tech Loyal
JS-15595,249,3,1160.146,257.508,0,2,1,2,5,Hibernating,2014-03-03,2016-10-25,5,232.0292,331.398616833565,3,4.8,0.26,967,193.4,10,783.96,1,Tech Loyal
JS-15685,12,3,578.208,552.856,0,5,1,1,7,Needs Attention,2016-06-14,2017-06-19,6,96.368,127.02741476704941,3,2.1666666666666665,0.13333333333333333,370,61.666666666666664,6,73.584,1,Tech Loyal
JS-15880,352,5,3868.02,0.0,1,1,3,5,9,At Risk,2014-04-08,2016-07-14,9,429.78,606.9518086116886,3,4.777777777777778,0.14666666666666667,828,92.0,7,99.6,1,At-Risk High-Value
JS-15940,281,5,469.169,0.0,1,2,3,1,6,Regular Customers,2014-05-03,2016-09-23,8,58.646125,88.299342515652,2,4.625,0.3375,874,109.25,9,0.0,0,Standard
JS-16030,135,4,2173.498,342.996,0,3,2,4,9,Regular Customers,2014-02-27,2017-02-16,15,144.89986666666667,182.5588680233884,3,3.8666666666666667,0.11333333333333333,1085,72.33333333333333,2,317.68,1,Tech Loyal
JW-15220,286,2,2337.166,5384.548,0,2,1,4,7,Regular Customers,2015-04-30,2016-09-18,8,292.14575,363.62679697802804,3,5.25,0.05,507,63.375,9,209.5,1,Standard
JW-15955,71,3,522.908,721.178,0,4,1,1,6,Needs Attention,2015-08-16,2017-04-21,5,104.58160000000001,127.2530615065901,3,3.0,0.13999999999999999,614,122.8,4,11.54,1,Tech Loyal
JW-16075,279,4,1428.731,0.0,1,2,2,3,7,Regular Customers,2015-03-21,2016-09-25,7,204.10442857142857,349.0283374187341,1,5.428571428571429,0.32857142857142857,554,79.14285714285714,9,0.0,0,Standard
KA-16525,32,5,716.7180000000001,802.788,0,5,3,2,10,Potential Loyalists,2014-03-11,2017-05-30,6,119.45300000000002,101.37225966703122,2,6.166666666666667,0.03333333333333333,1176,196.0,5,17.9,1,Tech Loyal
KB-16240,511,4,349.21299999999997,2803.402,0,1,2,1,4,Hibernating,2014-03-31,2016-02-06,4,87.30324999999999,89.38442797778967,2,2.0,0.325,677,169.25,2,0.0,0,Standard
KB-16315,114,9,1569.464,0.0,1,3,5,3,11,Regular Customers,2014-08-26,2017-03-09,22,71.33927272727273,118.30207240876126,3,2.8181818181818183,0.19545454545454544,926,42.09090909090909,3,875.942,1,Tech Loyal
KB-16405,589,1,155.16,753.661,0,1,1,1,3,Hibernating,2015-11-20,2015-11-20,3,51.72,58.44341879116929,3,3.6666666666666665,0.0,0,0.0,11,13.98,1,Standard
KB-16585,48,12,2744.742,0.0,1,4,5,4,13,Champions,2014-04-04,2017-05-14,23,119.33660869565219,216.95877564302796,3,4.434782608695652,0.10869565217391304,1136,49.391304347826086,5,570.794,1,Tech Loyal
KB-16600,375,4,106.07600000000001,877.846,0,1,2,1,4,Hibernating,2014-12-30,2016-06-21,4,26.519000000000002,27.137672781578015,1,3.25,0.2,539,134.75,6,0.0,0,Standard
KC-16255,225,6,2120.954,0.0,1,2,4,3,9,At Risk,2014-09-08,2016-11-18,10,212.0954,402.3057896874521,2,4.0,0.02,802,80.2,11,1436.81,1,Tech Loyal
KC-16540,229,3,3805.206,103.056,0,2,1,5,8,Regular Customers,2015-11-02,2016-11-14,4,951.3015,1610.9719850561232,2,6.25,0.2,378,94.5,11,3795.2999999999997,1,At-Risk High-Value
KC-16675,36,3,699.054,446.99600000000004,0,5,1,2,8,Needs Attention,2014-12-13,2017-05-26,5,139.8108,160.2413048848517,2,5.8,0.08,895,179.0,5,0.0,0,Standard
KD-16270,302,5,8282.358,0.0,1,2,3,5,10,At Risk,2014-11-11,2016-09-02,16,517.647375,1200.4612492477422,3,4.0,0.1875,661,41.3125,9,5589.526,1,At-Risk High-Value
KD-16345,14,5,1856.996,31.968,0,5,3,3,11,Loyal Customers,2014-09-02,2017-06-17,9,206.3328888888889,272.4606270199625,3,3.5555555555555554,0.12222222222222223,1019,113.22222222222223,6,1277.712,1,Tech Loyal
KD-16495,158,10,8063.842000000001,117.414,0,3,5,5,13,Regular Customers,2014-09-28,2017-01-24,26,310.14776923076926,907.4201257898266,3,3.0,0.08653846153846154,849,32.65384615384615,1,5304.132,1,Tech Loyal
KD-16615,107,5,2243.5099999999998,0.0,1,3,3,4,10,Regular Customers,2015-09-13,2017-03-16,13,172.5776923076923,182.9990900575668,2,4.3076923076923075,0.1076923076923077,550,42.30769230769231,3,0.0,0,Standard
KE-16420,279,6,1407.588,279.1432,0,2,4,3,9,At Risk,2014-04-03,2016-09-25,12,117.29899999999999,164.57998383875128,3,4.75,0.20833333333333334,906,75.5,9,822.1899999999999,1,Tech Loyal
KF-16285,0,5,8366.694,2237.5719999999997,0,5,3,5,13,Loyal Customers,2014-09-26,2017-07-01,10,836.6694,1401.7204268162116,3,4.0,0.04,1009,100.9,7,4158.912,1,VIP Recent
KH-16330,12,6,2665.168,647.696,0,5,4,4,13,Champions,2014-04-01,2017-06-19,13,205.01292307692307,297.82336960421736,3,4.076923076923077,0.12307692307692308,1175,90.38461538461539,6,956.268,1,Tech Loyal
KH-16360,89,5,1285.932,1814.6799999999998,0,4,3,2,9,Potential Loyalists,2014-04-29,2017-04-03,9,142.88133333333334,336.7418334629661,3,2.888888888888889,0.23333333333333334,1070,118.88888888888889,4,19.98,1,Tech Loyal
KH-16510,596,5,1931.624,4021.235,0,1,3,3,7,At Risk,2014-08-15,2015-11-13,11,175.60218181818183,238.36522908252297,3,3.4545454545454546,0.10454545454545455,455,41.36363636363637,11,567.95,1,Tech Loyal
KH-16630,200,5,3639.996,278.97,0,3,3,5,11,Regular Customers,2014-11-01,2016-12-13,12,303.333,437.96220456066345,2,5.083333333333333,0.10000000000000002,773,64.41666666666667,12,2802.64,1,At-Risk High-Value
KH-16690,16,6,5264.959,725.84,0,5,4,5,14,Champions,2014-03-21,2017-06-15,14,376.0685,916.6628074438738,2,4.642857142857143,0.1357142857142857,1182,84.42857142857143,6,3715.6499999999996,1,VIP Recent
KL-16555,182,5,2831.158,2185.3300000000004,0,3,3,4,10,Regular Customers,2014-06-15,2016-12-31,16,176.947375,217.06760203121823,2,3.5,0.26875,930,58.125,12,0.0,0,Standard
KL-16645,39,11,14153.229000000001,22.0,0,5,5,5,15,Champions,2014-07-25,2017-05-23,28,505.47246428571435,1554.2158026635166,3,3.857142857142857,0.19999999999999998,1033,36.892857142857146,5,3234.812,1,VIP Recent
KM-16225,233,3,1792.08,468.87799999999993,0,2,1,3,6,Regular Customers,2015-07-06,2016-11-10,11,162.91636363636363,208.48831848680288,3,3.8181818181818183,0.0,493,44.81818181818182,11,259.94,1,Tech Loyal
KM-16375,131,7,5615.8859999999995,4.3,0,3,4,5,12,Regular Customers,2014-07-20,2017-02-20,19,295.572947368421,420.2594442428092,3,3.526315789473684,0.14736842105263157,946,49.78947368421053,2,2075.168,1,Tech Loyal
KM-16660,334,4,179.612,273.92600000000004,0,1,2,1,4,Hibernating,2014-12-22,2016-08-01,6,29.935333333333332,36.21738326641872,3,3.3333333333333335,0.03333333333333333,588,98.0,8,101.94,1,Tech Loyal
KM-16720,438,7,3638.302,1271.17,0,1,4,5,10,At Risk,2014-03-30,2016-04-19,25,145.53208,226.65133948900458,3,3.36,0.1,751,30.04,4,1374.0900000000001,1,At-Risk High-Value
KN-16390,28,6,2206.782,410.49,0,5,4,4,13,Champions,2014-12-02,2017-06-03,14,157.62728571428573,202.682100556295,3,3.357142857142857,0.2642857142857143,914,65.28571428571429,6,722.9060000000001,1,Tech Loyal
KN-16450,552,4,1897.762,274.2,0,1,2,3,6,Regular Customers,2014-04-12,2015-12-27,7,271.1088571428571,393.998433304173,3,5.571428571428571,0.32142857142857145,624,89.14285714285714,12,1521.376,1,Tech Loyal
KN-16705,20,6,988.07,1292.51,0,5,4,2,11,Potential Loyalists,2014-03-02,2017-06-11,10,98.807,146.22686305950157,2,3.6,0.12000000000000002,1197,119.7,6,499.61600000000004,1,Tech Loyal
KS-16300,113,3,88.472,0.0,1,3,1,1,5,Needs Attention,2015-01-13,2017-03-10,4,22.118,18.002981234599265,2,2.5,0.275,787,196.75,3,16.776,1,Tech Loyal
KT-16465,209,7,3057.1,0.0,1,2,4,4,10,At Risk,2014-09-08,2016-12-04,14,218.3642857142857,338.5728320482062,3,3.2142857142857144,0.2285714285714286,818,58.42857142857143,12,47.984,1,Tech Loyal
KT-16480,7,8,4535.6884,106.4,0,5,5,5,15,Champions,2014-03-10,2017-06-24,11,412.3353090909091,541.1932481710123,3,2.909090909090909,0.17454545454545453,1202,109.27272727272727,6,2519.9300000000003,1,VIP Recent
KW-16435,245,3,3817.702,598.818,0,2,1,5,8,Regular Customers,2015-08-24,2016-10-29,5,763.5404000000001,1316.0574925058554,3,5.2,0.16,432,86.4,10,3747.9300000000003,1,At-Risk High-Value
KW-16570,589,4,449.096,0.0,1,1,2,1,4,Hibernating,2014-09-30,2015-11-20,5,89.8192,75.78295720806888,3,4.4,0.04,416,83.2,11,106.5,1,Tech Loyal
LA-16780,190,10,8545.534,127.688,0,3,5,5,13,Regular Customers,2014-04-29,2016-12-23,24,356.06391666666667,701.8527078660801,3,4.25,0.10833333333333334,969,40.375,12,2278.934,1,At-Risk High-Value
LB-16735,66,2,23.468,26.72,0,4,1,1,6,Needs Attention,2016-07-25,2017-04-26,2,11.734,13.782925378888185,2,3.5,0.3,275,137.5,4,0.0,0,Standard
LB-16795,53,7,4113.176,872.5,0,4,4,5,13,Champions,2014-04-23,2017-05-09,21,195.86552380952384,292.12911647208654,3,3.1904761904761907,0.27142857142857146,1112,52.95238095238095,5,971.6500000000001,1,VIP Recent
LC-16870,96,6,2140.448,440.256,0,4,4,3,11,Loyal Customers,2015-05-03,2017-03-27,19,112.65515789473683,117.40997892724411,3,3.3157894736842106,0.23157894736842108,694,36.526315789473685,3,784.9559999999999,1,Tech Loyal
LC-16885,19,10,6555.778,1107.348,0,5,5,5,15,Champions,2014-04-25,2017-06-12,20,327.7889,695.4790077402465,3,4.15,0.16499999999999998,1144,57.2,6,1722.5939999999998,1,VIP Recent
LC-16930,21,6,4040.466,452.48,0,5,4,5,14,Champions,2014-02-20,2017-06-10,12,336.7055,710.6228724365048,3,3.8333333333333335,0.15833333333333335,1206,100.5,6,2921.078,1,VIP Recent
LC-16960,254,4,3246.626,0.0,1,2,2,4,8,Regular Customers,2015-02-23,2016-10-20,7,463.8037142857143,987.555722418017,2,4.285714285714286,0.2857142857142857,605,86.42857142857143,10,0.0,0,Standard
LC-17050,514,3,1766.504,328.56,0,1,1,3,5,Regular Customers,2014-01-31,2016-02-03,5,353.3008,355.48665123911474,3,4.4,0.32999999999999996,733,146.6,2,590.196,1,Tech Loyal
LC-17140,190,5,1363.726,1269.856,0,3,3,3,9,Regular Customers,2014-09-09,2016-12-23,12,113.64383333333335,163.59177050308287,3,2.9166666666666665,0.17500000000000002,836,69.66666666666667,12,200.21999999999997,1,Tech Loyal
LD-16855,370,1,5.304,0.0,1,1,1,1,3,Hibernating,2016-06-26,2016-06-26,1,5.304,,1,3.0,0.2,0,0.0,6,0.0,0,Standard
LD-17005,232,4,1961.934,0.0,1,2,2,3,7,Regular Customers,2014-09-29,2016-11-11,7,280.27628571428573,498.1684031227841,3,3.5714285714285716,0.028571428571428574,774,110.57142857142857,11,257.98,1,Tech Loyal
LE-16810,40,5,1024.682,444.768,0,5,3,2,10,Potential Loyalists,2014-05-27,2017-05-22,8,128.08525,215.98592482431417,3,3.5,0.2625,1091,136.375,5,99.98,1,Tech Loyal
LF-17185,135,6,3711.699,218.81,0,3,4,5,12,Regular Customers,2014-07-26,2017-02-16,13,285.5153076923077,601.129853929718,3,4.230769230769231,0.3923076923076923,936,72.0,2,431.136,1,Tech Loyal
LH-16750,67,2,15.466000000000001,271.96,0,4,1,1,6,Needs Attention,2014-09-21,2017-04-25,2,7.7330000000000005,1.6447303730399099,1,3.5,0.44999999999999996,947,473.5,4,0.0,0,Standard
LH-16900,205,7,1980.046,315.286,0,2,4,3,9,At Risk,2014-08-19,2016-12-08,12,165.00383333333335,189.57065607689458,3,4.0,0.14166666666666666,842,70.16666666666667,12,758.056,1,Tech Loyal
LH-17020,57,4,318.239,0.0,1,4,2,1,7,Needs Attention,2014-09-08,2017-05-05,6,53.03983333333333,38.74907262073077,3,5.666666666666667,0.4666666666666666,970,161.66666666666666,5,107.982,1,Tech Loyal
LH-17155,203,9,1739.689,0.0,1,2,5,3,10,At Risk,2014-12-12,2016-12-10,19,91.56257894736842,100.5920650091888,3,2.3157894736842106,0.07894736842105263,729,38.36842105263158,12,264.31600000000003,1,Tech Loyal
LL-16840,67,6,2741.2039999999997,0.0,1,4,4,4,12,Champions,2014-04-29,2017-04-25,12,228.43366666666665,367.5738420971501,3,4.166666666666667,0.016666666666666666,1092,91.0,4,871.41,1,Tech Loyal
LM-17065,209,5,1346.774,0.0,1,2,3,3,8,At Risk,2014-06-27,2016-12-04,7,192.3962857142857,228.44563006086315,3,4.571428571428571,0.05714285714285715,891,127.28571428571429,12,253.95000000000002,1,Tech Loyal
LO-17170,34,3,470.39,173.96,0,5,1,1,7,Needs Attention,2015-02-06,2017-05-28,4,117.5975,100.79535517572226,3,5.0,0.0,842,210.5,5,46.32,1,Tech Loyal
LP-17080,51,3,629.9499999999999,126.656,0,4,1,1,6,Needs Attention,2014-06-24,2017-05-11,7,89.99285714285713,159.74508186005662,2,4.142857142857143,0.1142857142857143,1052,150.28571428571428,5,0.0,0,Standard
LP-17095,120,5,3100.979,552.42,0,3,3,4,10,Regular Customers,2016-06-06,2017-03-03,11,281.9071818181818,587.1017751362735,3,3.5454545454545454,0.2,270,24.545454545454547,3,2003.168,1,Tech Loyal
LR-16915,202,5,4493.892,649.0,0,2,3,5,10,At Risk,2014-08-08,2016-12-11,15,299.5928,384.7569131905049,3,4.133333333333334,0.15333333333333335,856,57.06666666666667,12,2737.1040000000003,1,At-Risk High-Value
LR-17035,278,3,1486.246,393.06,0,2,1,3,6,Regular Customers,2014-09-07,2016-09-26,8,185.78075,286.6226835289858,3,3.5,0.3875,750,93.75,9,791.964,1,Tech Loyal
LS-16945,68,5,2448.876,396.394,0,4,3,4,11,Loyal Customers,2015-04-25,2017-04-24,9,272.0973333333334,322.45719324586327,3,2.5555555555555554,0.18888888888888888,730,81.11111111111111,4,69.98,1,Tech Loyal
LS-16975,237,6,1626.074,1362.6000000000001,0,2,4,3,9,At Risk,2014-10-20,2016-11-06,12,135.50616666666667,172.4005588209849,3,2.75,0.3333333333333333,748,62.333333333333336,11,319.968,1,Tech Loyal
LS-17200,14,4,796.956,213.3,0,5,2,2,9,Needs Attention,2014-10-18,2017-06-17,11,72.45054545454546,177.84734632845309,2,3.5454545454545454,0.2545454545454546,973,88.45454545454545,6,0.0,0,Standard
LS-17230,595,3,368.88000000000005,0.0,1,1,1,1,3,Hibernating,2014-01-06,2015-11-14,6,61.48000000000001,69.88271165889316,2,2.6666666666666665,0.11666666666666665,677,112.83333333333333,11,0.0,0,Standard
LS-17245,381,5,843.796,164.34,0,1,3,2,6,Regular Customers,2014-10-16,2016-06-15,10,84.37960000000001,95.23116492129384,2,4.2,0.1,608,60.8,6,507.90599999999995,1,Tech Loyal
LT-16765,781,2,255.524,74.352,0,1,1,1,3,Hibernating,2014-09-01,2015-05-12,2,127.762,104.40007360150663,2,2.5,0.1,253,126.5,5,201.584,1,Standard
LT-17110,224,6,2644.55,291.702,0,2,4,4,10,At Risk,2014-06-01,2016-11-19,12,220.3791666666667,289.1091794256134,3,4.333333333333333,0.25416666666666665,902,75.16666666666667,11,881.93,1,Tech Loyal
LW-16825,188,4,2217.421,20.64,0,3,2,4,9,Regular Customers,2014-05-30,2016-12-25,14,158.38721428571426,185.34939751564363,3,3.2142857142857144,0.20714285714285713,940,67.14285714285714,12,1455.81,1,Tech Loyal
LW-16990,27,4,2498.03,732.278,0,5,2,4,11,Regular Customers,2016-05-05,2017-06-04,8,312.25375,564.8130200213544,3,2.875,0.125,395,49.375,6,455.924,1,Tech Loyal
LW-17125,23,3,1259.04,0.0,1,5,1,2,8,Needs Attention,2014-09-11,2017-06-08,5,251.808,298.0507969625312,3,3.0,0.0,1001,200.2,6,89.97,1,Tech Loyal
LW-17215,81,5,5353.918,66.596,0,4,3,5,12,Loyal Customers,2014-09-12,2017-04-11,13,411.8398461538461,1021.0457098992391,3,4.0,0.17692307692307693,942,72.46153846153847,4,823.88,1,VIP Recent
MA-17560,312,8,4189.921,109.24000000000001,0,1,5,5,11,At Risk,2014-08-08,2016-08-23,30,139.66403333333335,202.81489549365526,3,3.533333333333333,0.08,746,24.866666666666667,8,2487.842,1,At-Risk High-Value
MA-17995,4,6,2453.284,0.0,1,5,4,4,13,Champions,2014-09-20,2017-06-27,12,204.44033333333334,449.6786784739305,3,3.5,0.041666666666666664,1011,84.25,6,22.96,1,Tech Loyal
MB-17305,7,7,1003.75,544.952,0,5,4,2,11,Potential Loyalists,2014-08-08,2017-06-24,14,71.69642857142857,106.39565883618944,3,3.2142857142857144,0.19999999999999998,1051,75.07142857142857,6,149.016,1,Tech Loyal
MB-18085,56,6,1410.9209999999998,17.31,0,4,4,3,11,Loyal Customers,2014-01-05,2017-05-06,9,156.76899999999998,203.37419827746098,3,4.0,0.2222222222222222,1217,135.22222222222223,5,926.254,1,Tech Loyal
MC-17275,466,7,2711.252,14.73,0,1,4,4,9,At Risk,2014-09-08,2016-03-22,12,225.93766666666667,299.7852811364504,2,4.25,0.14166666666666666,561,46.75,3,0.0,0,Standard
MC-17425,217,5,4432.138,0.0,1,2,3,5,10,At Risk,2014-05-30,2016-11-26,10,443.2138,935.8856384003099,3,4.8,0.12,911,91.1,11,3759.976,1,At-Risk High-Value
MC-17575,148,6,960.897,342.99600000000004,0,3,4,2,9,Regular Customers,2014-12-02,2017-02-03,7,137.27100000000002,157.6068275900508,2,3.142857142857143,0.3,794,113.42857142857143,2,269.982,1,Tech Loyal
MC-17590,190,5,2262.517,163.55,0,3,3,4,10,Regular Customers,2014-05-20,2016-12-23,15,150.83446666666666,331.48019880979456,3,2.933333333333333,0.19333333333333333,948,63.2,12,642.456,1,Tech Loyal
MC-17605,53,7,2098.232,159.96,0,4,4,3,11,Loyal Customers,2014-03-19,2017-05-09,17,123.42541176470588,173.95996776667425,3,3.2941176470588234,0.23529411764705882,1147,67.47058823529412,5,734.192,1,Tech Loyal
MC-17635,7,4,795.154,0.0,1,5,2,2,9,Needs Attention,2014-11-28,2017-06-24,8,99.39425,152.38783371924038,2,4.125,0.17500000000000002,939,117.375,6,12.99,1,Tech Loyal
MC-17845,199,4,1700.492,2105.2219999999998,0,3,2,3,8,Regular Customers,2014-07-05,2016-12-14,10,170.04919999999998,189.92942782740238,3,3.2,0.12,893,89.3,12,479.97,1,Tech Loyal
MC-18100,267,7,1373.118,845.862,0,2,4,3,9,At Risk,2014-06-18,2016-10-07,12,114.42649999999999,211.73709734157677,3,3.75,0.3416666666666666,842,70.16666666666667,10,180.48000000000002,1,Tech Loyal
MC-18130,187,5,1581.9979999999998,0.0,1,3,3,3,9,Regular Customers,2014-09-19,2016-12-26,11,143.81799999999998,267.04388823562317,3,3.090909090909091,0.05454545454545456,829,75.36363636363636,12,302.384,1,Tech Loyal
MD-17350,54,6,3716.678,49.704,0,4,4,5,13,Champions,2014-11-05,2017-05-08,13,285.8983076923077,416.0779253015362,3,3.769230769230769,0.29230769230769227,915,70.38461538461539,5,109.976,1,VIP Recent
MD-17860,34,2,267.374,937.5360000000001,0,5,1,1,7,Needs Attention,2014-12-02,2017-05-28,5,53.4748,42.97543432241261,2,4.4,0.27999999999999997,908,181.6,5,0.0,0,Standard
ME-17320,19,7,10393.22,270.50800000000004,0,5,4,5,14,Champions,2014-01-06,2017-06-12,19,547.0115789473684,850.6870840952504,3,3.6842105263157894,0.09999999999999999,1253,65.94736842105263,6,5639.134,1,VIP Recent
ME-17725,2,6,1050.5532,857.9000000000001,0,5,4,2,11,Potential Loyalists,2014-07-12,2017-06-29,11,95.50483636363637,135.59705050307898,3,3.4545454545454546,0.26545454545454544,1083,98.45454545454545,6,23.84,1,Tech Loyal
ME-18010,772,3,1205.776,51.168,0,1,1,2,4,Hibernating,2014-07-21,2015-05-21,5,241.1552,330.4441540278781,2,2.6,0.16,304,60.8,5,0.0,0,Standard
MF-17665,239,5,937.039,0.0,1,2,3,2,7,Regular Customers,2014-12-30,2016-11-04,8,117.129875,185.7144430204897,2,4.5,0.13749999999999998,675,84.375,11,0.0,0,Standard
MF-18250,597,4,605.4300000000001,1152.8700000000001,0,1,2,1,4,Hibernating,2014-09-15,2015-11-12,7,86.49000000000001,77.17392802408509,2,3.142857142857143,0.1142857142857143,423,60.42857142857143,11,0.0,0,Standard
MG-17650,107,4,2492.3619999999996,1292.914,0,3,2,4,9,Regular Customers,2014-08-09,2017-03-16,8,311.54524999999995,395.6084705187873,3,4.375,0.125,950,118.75,3,2413.7059999999997,1,Tech Loyal
MG-17680,23,3,1657.058,693.13,0,5,1,3,9,Regular Customers,2014-10-22,2017-06-08,4,414.2645,722.949402313191,2,2.5,0.1875,960,240.0,6,65.504,1,Tech Loyal
MG-17695,373,3,1342.282,0.0,1,1,1,3,5,Regular Customers,2014-12-26,2016-06-23,7,191.7545714285714,294.50172389017644,2,3.2857142857142856,0.2571428571428572,545,77.85714285714286,6,2.376,1,Tech Loyal
MG-17875,296,4,1095.649,147.184,0,2,2,2,6,Hibernating,2014-02-23,2016-09-08,6,182.60816666666665,310.0599398519046,2,3.5,0.25,928,154.66666666666666,9,0.0,0,Standard
MG-17890,32,7,702.776,73.608,0,5,4,2,11,Potential Loyalists,2014-12-29,2017-05-30,11,63.888727272727266,63.4207823053152,3,2.5454545454545454,0.12272727272727274,883,80.27272727272727,5,241.23199999999997,1,Tech Loyal
MG-18145,667,2,1645.9370000000001,1415.606,0,1,1,3,5,Regular Customers,2014-03-29,2015-09-03,4,411.48425000000003,433.69910761292783,2,3.25,0.225,523,130.75,9,0.0,0,Standard
MG-18205,82,1,16.739,0.0,1,4,1,1,6,Needs Attention,2017-04-10,2017-04-10,2,8.3695,5.586850678154913,2,4.0,0.44999999999999996,0,0.0,4,0.0,0,Standard
MH-17290,112,5,1691.505,702.52,0,3,3,3,9,Regular Customers,2014-04-26,2017-03-11,10,169.15050000000002,279.8969763947878,3,4.0,0.225,1050,105.0,3,776.85,1,Tech Loyal
MH-17440,194,4,400.016,0.0,1,3,2,1,6,Needs Attention,2014-02-04,2016-12-19,9,44.446222222222225,74.64448102468423,2,2.7777777777777777,0.07777777777777778,1049,116.55555555555556,12,0.0,0,Standard
MH-17455,138,6,2016.092,440.09,0,3,4,3,10,Regular Customers,2014-07-11,2017-02-13,7,288.0131428571429,506.1515933168075,2,4.428571428571429,0.1142857142857143,948,135.42857142857142,2,0.0,0,Standard
MH-17620,278,3,82.236,1170.5639999999999,0,2,1,1,4,Hibernating,2015-12-05,2016-09-26,3,27.412000000000003,19.07115392418613,2,3.3333333333333335,0.3333333333333333,296,98.66666666666667,9,0.0,0,Standard
MH-17785,478,6,2194.53,9.248,0,1,4,4,9,At Risk,2014-05-27,2016-03-10,10,219.45300000000003,248.5393114360606,2,4.0,0.06000000000000001,653,65.3,3,0.0,0,Standard
MH-18025,126,3,1354.518,1630.43,0,3,1,3,7,Regular Customers,2014-07-08,2017-02-25,6,225.75300000000001,319.6238199627806,2,2.5,0.18333333333333335,963,160.5,2,0.0,0,Standard
MH-18115,37,6,3461.679,2041.414,0,5,4,5,14,Champions,2016-08-23,2017-05-25,16,216.3549375,262.1246521285802,3,3.75,0.20625,275,17.1875,5,1838.223,1,VIP Recent
